fid,USGS_ID,Date_Min,Date_Max,Fatalities,Confidence,LS_Type,Inventory,Inv_URL,Info_Source,Notes,Lat_N,Lon_W,State,Feature,Glyph
395903,ply395903,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3820741538684,-80.1985370203092,PA,polygon,🛘
395904,ply395904,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3818434452995,-80.1775889986421,PA,polygon,🛘
395905,ply395905,,,,2,Slopes with Conspicuous Soil Creep,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3895724885259,-79.7762174768816,PA,polygon,🛘
395906,ply395906,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3866473992239,-79.937559114803,PA,polygon,🛘
395907,ply395907,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3849263371197,-79.9343681263378,PA,polygon,🛘
395908,ply395908,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3887836700925,-79.8041484926761,PA,polygon,🛘
395909,ply395909,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3879949741832,-79.8862308672152,PA,polygon,🛘
395910,ply395910,,,,2,Slopes with Conspicuous Soil Creep,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3888253237204,-79.8076584696474,PA,polygon,🛘
395911,ply395911,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.381142593836,-80.1960899707901,PA,polygon,🛘
395912,ply395912,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3891401434086,-79.7778043636435,PA,polygon,🛘
395913,ply395913,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3869668746921,-79.9125874972783,PA,polygon,🛘
395914,ply395914,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.388682597095,-79.7750944424308,PA,polygon,🛘
395915,ply395915,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3873252051241,-79.8098478748525,PA,polygon,🛘
395916,ply395916,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3880937781827,-79.8295842929143,PA,polygon,🛘
395917,ply395917,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3852073903869,-80.0106414841519,PA,polygon,🛘
395918,ply395918,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3869065484157,-79.9170894397396,PA,polygon,🛘
395919,ply395919,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3872286428774,-79.8950618516481,PA,polygon,🛘
395920,ply395920,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3848389586016,-80.0248961392152,PA,polygon,🛘
395921,ply395921,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3834340965055,-80.0621280180551,PA,polygon,🛘
395922,ply395922,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3833432507318,-80.0635386624,PA,polygon,🛘
395923,ply395923,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3882290781316,-79.8062837831217,PA,polygon,🛘
395924,ply395924,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3855713621519,-79.9380234943961,PA,polygon,🛘
395925,ply395925,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3867233001178,-79.8947366503414,PA,polygon,🛘
395926,ply395926,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3861724564079,-79.9219608823822,PA,polygon,🛘
395927,ply395927,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3848272468023,-79.9843711211898,PA,polygon,🛘
395928,ply395928,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3883012408457,-79.7756793897084,PA,polygon,🛘
395929,ply395929,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3864683344874,-79.895947829267,PA,polygon,🛘
395930,ply395930,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3853353959665,-79.8719814893631,PA,polygon,🛘
395931,ply395931,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3879962260152,-79.7667215950335,PA,polygon,🛘
395932,ply395932,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3846236092079,-79.9822769670328,PA,polygon,🛘
395933,ply395933,,,,2,Slopes with Conspicuous Soil Creep,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3869627279319,-79.7751261274618,PA,polygon,🛘
395934,ply395934,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3851626384066,-79.9196047733832,PA,polygon,🛘
395935,ply395935,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3862470879901,-79.8610764319552,PA,polygon,🛘
395936,ply395936,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.382080388714,-80.0862846906648,PA,polygon,🛘
395937,ply395937,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3848530159639,-79.9333436885618,PA,polygon,🛘
395938,ply395938,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3864742185026,-79.8150622624162,PA,polygon,🛘
395939,ply395939,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3819762053844,-80.0782757815441,PA,polygon,🛘
395940,ply395940,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.386565555133,-79.799517002482,PA,polygon,🛘
395941,ply395941,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3868133298495,-79.7996760179288,PA,polygon,🛘
395942,ply395942,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3866433300667,-79.7725432163917,PA,polygon,🛘
395943,ply395943,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3819144737804,-80.0750179225134,PA,polygon,🛘
395944,ply395944,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.381806863407,-80.0762791992219,PA,polygon,🛘
395945,ply395945,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3862554557478,-79.7740489659765,PA,polygon,🛘
395946,ply395946,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3864280889222,-79.7927823657417,PA,polygon,🛘
395947,ply395947,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3834137251709,-79.9815600483192,PA,polygon,🛘
395948,ply395948,,,,2,Slopes with Conspicuous Soil Creep,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3825379164945,-79.8581255613632,PA,polygon,🛘
395949,ply395949,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3839963137966,-79.9379235759759,PA,polygon,🛘
395950,ply395950,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3776976598069,-80.2086399548946,PA,polygon,🛘
395951,ply395951,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3825896516755,-80.0183883863477,PA,polygon,🛘
395952,ply395952,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3830099313994,-79.988860352736,PA,polygon,🛘
395953,ply395953,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3819958669342,-80.0166753312571,PA,polygon,🛘
395954,ply395954,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3831618154709,-79.9569924263437,PA,polygon,🛘
395955,ply395955,,,,5,Recent Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3821861799857,-80.0153073293757,PA,polygon,🛘
395956,ply395956,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3863723473946,-79.7914421037538,PA,polygon,🛘
395957,ply395957,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3836508606139,-79.8953475348501,PA,polygon,🛘
395958,ply395958,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3844395465729,-79.8951100935102,PA,polygon,🛘
395959,ply395959,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3831665901384,-79.9266044057446,PA,polygon,🛘
395960,ply395960,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3850494813293,-79.8319104051763,PA,polygon,🛘
395961,ply395961,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3842617806576,-79.7703562341843,PA,polygon,🛘
395962,ply395962,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3803589705177,-80.0789975731025,PA,polygon,🛘
395963,ply395963,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3843962370898,-79.8828728104356,PA,polygon,🛘
395964,ply395964,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3796291723857,-80.1058346012835,PA,polygon,🛘
395965,ply395965,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3845175577188,-79.8144736382467,PA,polygon,🛘
395966,ply395966,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3831730691517,-79.865546469515,PA,polygon,🛘
395967,ply395967,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.378708376383,-80.0964953411461,PA,polygon,🛘
395968,ply395968,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3776638467521,-80.0878442451449,PA,polygon,🛘
395969,ply395969,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3790349161075,-80.1012455335913,PA,polygon,🛘
395970,ply395970,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3825673071896,-79.957340999375,PA,polygon,🛘
395971,ply395971,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3841868462485,-79.8168790370384,PA,polygon,🛘
395972,ply395972,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3794772328939,-80.1196084275762,PA,polygon,🛘
395973,ply395973,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3828705247337,-79.9372053652237,PA,polygon,🛘
395974,ply395974,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3794432069455,-80.0983948411401,PA,polygon,🛘
395975,ply395975,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3842064255173,-79.8117451047534,PA,polygon,🛘
395976,ply395976,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.379856466783,-80.0697818543721,PA,polygon,🛘
395977,ply395977,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3807537690519,-80.0394999516683,PA,polygon,🛘
395978,ply395978,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3844001035668,-79.8261431213643,PA,polygon,🛘
395979,ply395979,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3828080060055,-79.8903440596177,PA,polygon,🛘
395980,ply395980,,,,2,Slopes with Conspicuous Soil Creep,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3842863260948,-79.7722072381441,PA,polygon,🛘
395981,ply395981,,,,2,Outcrop Area of Thick 'Red Bed' and Associated Rock,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3786717291135,-79.9335341468423,PA,polygon,🛘
395982,ply395982,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3820529686992,-79.9573820601591,PA,polygon,🛘
395983,ply395983,,,,3,Prehistoric Landslide,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3810866212885,-79.9287455657268,PA,polygon,🛘
395984,ply395984,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3814294020776,-79.9882627457955,PA,polygon,🛘
395985,ply395985,,,,2,Slopes with Conspicuous Soil Creep,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3762402764071,-80.151660434101,PA,polygon,🛘
395986,ply395986,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3818177134917,-79.9498167584764,PA,polygon,🛘
395987,ply395987,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3812721221136,-79.9766324863233,PA,polygon,🛘
395988,ply395988,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3837793626003,-79.8345078867732,PA,polygon,🛘
395989,ply395989,,,,2,Slopes with Conspicuous Soil Creep,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3759038243624,-80.1473147399095,PA,polygon,🛘
395990,ply395990,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3812283920437,-79.9574154004061,PA,polygon,🛘
395991,ply395991,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3817202076855,-79.945375924463,PA,polygon,🛘
395992,ply395992,,,,2,Manmade Fill,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3813844487222,-79.9482039861419,PA,polygon,🛘
395993,ply395993,,,,2,Relatively Stable Ground,"USGS PA (Pomeroy, 1974)",https://landslide-portal-alcogis.opendata.arcgis.com/pages/map-tools,"Allegheny County Department of Public Works, PA""","Dataset also includes information about landslide dimensions, movement type, and material characteristics.",40.3835822552304,-79.8347093609185,PA,polygon,🛘
